entity_label,start_position,end_position,correct_prediction,candidates,matching_candidate_index
Gaza,0,4,True,"[[""Gaza City"", 0.787, 0.62, 0.828, 0.46], [""Gaza Strip"", 0.767, 0.57, 1.0, 0.335], [""Gaza\u2013Israel conflict"", 0.86, 0.33, 0.215, 0.386], [""Second Battle of Gaza"", 0.86, 0.32, 0.14, 0.413], [""Gaza Province"", 0.694, 0.47, 0.124, 0.371], [""First Battle of Gaza"", 0.86, 0.33, 0.108, 0.36], [""Gaza War (2008\u20132009)"", 0.86, 0.33, 0.321, 0.059], [""Gaza flotilla raid"", 0, 0.36, 0.0, 0.474], [""2014 Gaza War"", 0, 0.47, 0.201, 0.059], [""Israeli disengagement from Gaza"", 0, 0.23, 0.073, 0.398]]",0
AFP,11,14,False,"[[""AFC Ajax"", 0.703, 0.36, 0.937, -0.011], [""Sunderland A.F.C."", 0.703, 0.2, 1.0, -0.057], [""AFC Wimbledon"", 0.703, 0.25, 0.806, -0.021], [""Armed Forces of the Philippines"", 0.7, 0.18, 0.463, 0.168], [""Alpha-fetoprotein"", 0.893, 0.1, 0.345, 0.155], [""Agence France-Presse"", 0.66, 0.26, 0.356, 0.06], [""AFP"", 0, 1.0, 0.056, 0.059], [""AFP-L3"", 0, 0.67, 0.0, 0.059], [""Armed Forces of the Philippines Medal of Valor"", 0, 0.12, 0.423, 0.064], [""AFP Visayas Command"", 0, 0.27, 0.0, 0.059]]",5
Egypt,474,479,True,"[[""Egypt"", 0.836, 1.0, 1.0, 0.219], [""Egypt national football team"", 0.916, 0.3, 0.679, 0.168], [""Cairo"", 0.848, 0.0, 0.773, 0.25], [""Kingdom of Egypt"", 0.836, 0.48, 0.177, 0.07], [""Alexandria"", 0.848, 0.0, 0.472, 0.173], [""Egypt national under-23 football team"", 0.916, 0.24, 0.142, 0.162], [""Egypt Eyalet"", 0.836, 0.59, 0.0, 0.032], [""Egypt Standard Time"", 0, 0.42, 0.345, 0.085], [""Ancient Egypt"", 0, 0.56, 0.007, 0.116], [""Foreign relations of Egypt"", 0, 0.32, 0.003, 0.133]]",0
Time Warner,474,485,True,"[[""Time Warner Cable"", 0.652, 0.79, 0.102, 0.429], [""Time Warner Interactive"", 0.652, 0.65, 0.095, 0.439], [""Cartoon Network"", 0.782, 0.38, 0.383, 0.276], [""Spectrum SportsNet (Los Angeles)"", 0.782, 0.23, 0.008, 0.366], [""Hachette Book Group"", 0.692, 0.2, 0.174, 0.27], [""WarnerMedia"", 0, 0.55, 0.252, 0.529], [""Iran Standard Time"", 0, 0.28, 1.0, 0.051], [""Spectrum Sports"", 0.782, 0.23, 0.0, 0.228], [""The Wheel of Time"", 0, 0.36, 0.321, 0.08], [""Deutsche Bank Center"", 0, 0.39, 0.008, 0.076]]",0
Boston,601,607,True,"[[""Boston"", 0.848, 1.0, 1.0, 0.043], [""Boston Bruins"", 0.853, 0.63, 0.719, 0.046], [""Boston United F.C."", 0.914, 0.5, 0.703, 0.039], [""Boston Celtics"", 0.853, 0.6, 0.547, 0.113], [""Boston Red Sox"", 0.871, 0.6, 0.594, 0.039], [""Boston Breakers"", 0.914, 0.57, 0.193, 0.031], [""Boston River"", 0.914, 0.67, 0.0, 0.044], [""Massachusetts Bay Transportation Authority"", 0.846, 0.21, 0.34, 0.156], [""Boston University"", 0, 0.52, 0.561, -0.014], [""Boston College"", 0, 0.6, 0.341, -0.115]]",0
Sanford C. Bernstein,560,580,False,"[[""United States"", 0.892, 0.3, 1.0, -0.048], [""AllianceBernstein"", 0.775, 0.59, 0.0, 0.321], [""Nepal"", 0.892, 0.08, 0.662, -0.074], [""C (programming language)"", 0.89, 0.23, 0.479, -0.063], [""C++"", 0.89, 0.09, 0.485, 0.01], [""Beetle"", 0, 0.31, 0.826, -0.012], [""Animal"", 0, 0.15, 0.983, -0.038], [""Center (basketball)"", 0, 0.26, 0.582, -0.029], [""Western philosophy"", 0, 0.26, 0.475, -0.034], [""Drama"", 0, 0.08, 0.545, -0.011]]",1
Capital Cities/ABC,612,630,False,"[[""United States"", 0.85, 0.39, 1.0, 0.008], [""Australia"", 0.85, 0.3, 0.859, 0.016], [""Masovian Voivodeship"", 0.873, 0.37, 0.706, 0.018], [""Italy"", 0.85, 0.26, 0.848, -0.058], [""Poland"", 0.85, 0.08, 0.915, 0.018], [""Czech Republic"", 0.85, 0.25, 0.705, -0.124], [""Finland"", 0.85, 0.16, 0.68, -0.08], [""Moscow"", 0.849, 0.08, 0.675, 0.003], [""Capital Cities/ABC"", 0, 0.94, 0.0, 0.115], [""Disney Platform Distribution"", 0, 0.26, 0.0, 0.115]]",8
Roger McNamee,812,825,False,"[[""Roger Waters"", 0.811, 0.64, 0.727, 0.095], [""Roger McNamee"", 0.708, 1.0, 0.191, 0.354], [""Providence, Rhode Island"", 0.949, 0.27, 1.0, 0.016], [""Spinnin' Records"", 0.935, 0.21, 0.763, 0.204], [""The Who"", 0.934, 0.2, 0.776, 0.148], [""Farrar, Straus and Giroux"", 0.932, 0.16, 0.768, 0.192], [""Queen (band)"", 0.934, 0.24, 0.761, 0.022], [""Shrewsbury"", 0.955, 0.17, 0.773, -0.03], [""Roger McNamee"", 0, 1.0, 0.0, 0.115], [""New Zealand Warriors"", 0, 0.18, 0.732, 0.069]]",1
Merrill Lynch,552,565,True,"[[""Merrill (company)"", 0, 0.6, 1.0, 0.347], [""Merrill Lynch, Pierce, Fenner & Smith, Inc. v. Dabit"", 0.872, 0.4, 0.406, 0.229], [""BofA Securities"", 0.695, 0.21, 0.256, 0.322], [""Merrill Lynch, Pierce, Fenner & Smith Inc. v. Manning"", 0.872, 0.39, 0.0, 0.153], [""QBE Shootout"", 0.758, 0.16, 0.555, -0.073], [""Merrill Lynch High Yield Master II"", 0, 0.55, 0.691, 0.078], [""101 Hudson Street"", 0.837, 0.13, 0.15, 0.17], [""Euro-Cup"", 0.807, 0.1, 0.338, 0.007], [""Ridgemont Equity Partners"", 0, 0.21, 0.594, 0.302], [""NYNEX Commemorative"", 0, 0.19, 0.256, 0.048]]",0
NBC,740,743,True,"[[""NBC"", 0.747, 1.0, 1.0, 0.296], [""NBCUniversal"", 0.654, 0.4, 0.401, 0.408], [""Universal Television"", 0.654, 0.0, 0.582, 0.355], [""NBC Montana"", 0.747, 0.43, 0.162, 0.235], [""NBC Sports Radio"", 0.747, 0.32, 0.065, 0.241], [""NBC Weather Plus"", 0.747, 0.32, 0.0, 0.202], [""NBC News"", 0, 0.55, 0.162, 0.248], [""NBC Sports"", 0, 0.46, 0.111, 0.206], [""List of NBC television affiliates (by U.S. state)"", 0, 0.12, 0.065, 0.302], [""NBC Studios (New York City)"", 0, 0.2, 0.0, 0.245]]",0
Washington,757,767,True,"[[""Washington, D.C."", 0.847, 0.77, 1.0, -0.019], [""Washington (state)"", 0.748, 0.71, 0.786, -0.046], [""Washington Capitals"", 0.851, 0.69, 0.418, 0.141], [""Tacoma, Washington"", 0.847, 0.71, 0.346, 0.014], [""Spokane, Washington"", 0.847, 0.69, 0.338, -0.008], [""Seattle"", 0.847, 0.24, 0.647, 0.065], [""University of Washington"", 0, 0.59, 0.47, 0.072], [""Washington"", 0, 1.0, 0.0, 0.101], [""George Washington University"", 0, 0.53, 0.411, 0.05], [""Washington University in St. Louis"", 0, 0.45, 0.224, 0.001]]",0
Janus Capital,817,830,False,"[[""United States"", 0.876, 0.31, 1.0, 0.019], [""Australia"", 0.876, 0.45, 0.876, 0.001], [""Canada"", 0.876, 0.42, 0.858, 0.003], [""California"", 0.875, 0.35, 0.833, 0.03], [""Poland"", 0.876, 0.21, 0.925, 0.013], [""Italy"", 0.876, 0.33, 0.866, -0.068], [""Masovian Voivodeship"", 0.901, 0.24, 0.741, 0.043], [""Janus Capital Group, Inc. v. First Derivative Traders"", 0.872, 0.39, 0.0, 0.188], [""Janus Capital Group"", 0, 0.81, 0.078, 0.319], [""Ontario"", 0, 0.3, 0.794, -0.028]]",8
Comcast,595,602,True,"[[""Comcast"", 0.654, 1.0, 0.534, 0.433], [""Ivory Coast"", 0.88, 0.56, 1.0, 0.021], [""Comcast Network"", 0.784, 0.64, 0.041, 0.341], [""Comcast Spectacor"", 0.654, 0.58, 0.255, 0.293], [""Comcast Center"", 0.839, 0.67, 0.0, 0.237], [""NBCUniversal"", 0.654, 0.21, 0.605, 0.253], [""Comcast Business"", 0.654, 0.61, 0.041, 0.292], [""Comcast/Charter Sports Southeast"", 0.784, 0.36, 0.022, 0.315], [""NBC Sports Regional Networks"", 0.784, 0.23, 0.159, 0.291], [""Xfinity"", 0.654, 0.14, 0.237, 0.355]]",0
Bandar Seri Begawan,0,19,True,"[[""Bandar Seri Begawan"", 0.926, 1.0, 0.839, 0.22], [""Pusat Bandar, Brunei"", 0.921, 0.46, 0.289, 0.119], [""1999 Southeast Asian Games"", 0.926, 0.27, 0.349, 0.19], [""List of diplomatic missions of Russia"", 0, 0.21, 1.0, 0.004], [""List of diplomatic missions of India"", 0, 0.22, 0.889, 0.04], [""Bandar Seri Begawan"", 0, 1.0, 0.0, 0.143], [""Bandar Seri Begawan"", 0, 1.0, 0.0, 0.143], [""Embassy of the Philippines, Bandar Seri Begawan"", 0, 0.58, 0.124, 0.256], [""Flughafen Bandar Seri Begawan"", 0, 0.79, 0.0, 0.143], [""Deutsche Botschaft Bandar Seri Begawan"", 0, 0.67, 0.0, 0.143]]",0
AFP,26,29,False,"[[""AFC Ajax"", 0.697, 0.36, 0.937, -0.13], [""Sunderland A.F.C."", 0.697, 0.2, 1.0, -0.067], [""AFC Wimbledon"", 0.697, 0.25, 0.806, 0.007], [""Armed Forces of the Philippines"", 0.694, 0.18, 0.463, 0.213], [""Agence France-Presse"", 0.654, 0.26, 0.356, 0.128], [""Alpha-fetoprotein"", 0.891, 0.1, 0.345, -0.013], [""AFP"", 0, 1.0, 0.056, 0.143], [""AFP-L3"", 0, 0.67, 0.0, 0.143], [""Armed Forces of the Philippines Medal of Valor"", 0, 0.12, 0.423, 0.085], [""AFP Visayas Command"", 0, 0.27, 0.0, 0.143]]",4
Brunei,445,451,True,"[[""Brunei"", 0.836, 1.0, 1.0, 0.232], [""Brunei national football team"", 0.916, 0.34, 0.647, 0.168], [""Brunei-Muara District"", 0.748, 0.44, 0.566, 0.238], [""DPMM FC"", 0.916, 0.0, 0.709, 0.225], [""Brunei national under-21 football team"", 0.916, 0.27, 0.443, 0.174], [""Brunei national under-23 football team"", 0.916, 0.27, 0.416, 0.19], [""Tabuan Muda"", 0.916, 0.24, 0.395, 0.174], [""Brunei Malay"", 0.846, 0.67, 0.0, 0.147], [""Villages of Brunei"", 0, 0.5, 0.59, 0.138], [""Brunei\u2013United States relations"", 0, 0.33, 0.151, 0.27]]",0
BBC News,5,13,True,"[[""BBC News"", 0.65, 1.0, 0.919, 0.095], [""BBC World News"", 0.777, 0.73, 0.887, 0.135], [""BBC World Service"", 0.741, 0.4, 1.0, 0.121], [""BBC News (TV channel)"", 0.777, 0.55, 0.736, 0.124], [""BBC Online"", 0.831, 0.56, 0.618, 0.075], [""BBC News Online"", 0.831, 0.7, 0.335, 0.065], [""BBC News at Ten"", 0.876, 0.7, 0.227, 0.074], [""BBC News at Six"", 0.876, 0.7, 0.145, 0.136], [""BBC News at One"", 0.876, 0.7, 0.114, 0.1], [""BBC News at Five"", 0.876, 0.67, 0.0, 0.108]]",0
London,17,23,True,"[[""London"", 0.848, 1.0, 1.0, 0.081], [""Greater London"", 0.748, 0.6, 0.381, 0.093], [""London, Ontario"", 0.848, 0.57, 0.186, 0.153], [""University of London"", 0.865, 0.46, 0.242, 0.078], [""London Underground"", 0.847, 0.5, 0.0, 0.122], [""List of bus routes in London"", 0, 0.35, 0.153, 0.173], [""University College London"", 0, 0.39, 0.206, 0.07], [""London School of Economics"", 0, 0.38, 0.241, 0.03], [""King's College London"", 0, 0.44, 0.116, -0.054], [""Imperial College London"", 0, 0.41, 0.115, -0.058]]",0
Taiwan,94,100,True,"[[""Taiwan"", 0.836, 1.0, 1.0, 0.146], [""Tainan"", 0.848, 0.83, 0.305, 0.094], [""Taipei"", 0.848, 0.5, 0.693, 0.017], [""Taiwan Railways Administration"", 0.847, 0.33, 0.405, 0.229], [""Taiwan Television"", 0.908, 0.52, 0.0, 0.13], [""Taiwan under Japanese rule"", 0.836, 0.38, 0.232, 0.056], [""Taiwan Province"", 0.748, 0.57, 0.014, 0.043], [""National Taiwan University"", 0, 0.38, 0.417, 0.072], [""District (Taiwan)"", 0, 0.52, 0.195, 0.113], [""Township (Taiwan)"", 0, 0.52, 0.225, 0.073]]",0
Los Angeles,104,115,True,"[[""Los Angeles"", 0.857, 1.0, 1.0, 0.127], [""Los Angeles Kings"", 0.854, 0.79, 0.388, 0.031], [""Los Angeles Rams"", 0.881, 0.81, 0.333, -0.008], [""Los Angeles Lakers"", 0.854, 0.76, 0.276, 0.001], [""Los Angeles Dodgers"", 0.872, 0.73, 0.204, 0.034], [""Los Angeles Aztecs"", 0.915, 0.76, 0.0, 0.13], [""Los Angeles Clippers"", 0.854, 0.71, 0.191, 0.025], [""Los Angeles County, California"", 0.747, 0.54, 0.339, 0.066], [""Los Angeles Chargers"", 0.881, 0.71, 0.03, -0.032], [""University of California, Los Angeles"", 0, 0.46, 0.431, -0.009]]",0
Chattanooga,282,293,True,"[[""Chattanooga, Tennessee"", 0.846, 0.67, 1.0, 0.109], [""Chattanooga FC"", 0.875, 0.88, 0.388, -0.01], [""Chattanooga Mocs"", 0.814, 0.81, 0.306, 0.073], [""Chattanooga Times Free Press"", 0.955, 0.56, 0.078, 0.304], [""Chattanooga Red Wolves SC"", 0.875, 0.61, 0.404, -0.001], [""Chattanooga campaign"", 0.918, 0.71, 0.0, 0.197], [""University of Tennessee at Chattanooga"", 0, 0.45, 0.554, 0.122], [""Chattanooga Mocs men's basketball"", 0, 0.5, 0.267, 0.1], [""Chattanooga Mocs football"", 0, 0.61, 0.189, 0.062], [""Chattanooga metropolitan area"", 0, 0.55, 0.042, 0.174]]",0
Washington,497,507,True,"[[""Washington, D.C."", 0.856, 0.77, 1.0, 0.147], [""Washington (state)"", 0.787, 0.71, 0.786, 0.21], [""Spokane, Washington"", 0.856, 0.69, 0.338, 0.121], [""Tacoma, Washington"", 0.856, 0.71, 0.346, 0.084], [""Washington Capitals"", 0.782, 0.69, 0.418, -0.074], [""Seattle"", 0.856, 0.24, 0.647, 0.047], [""George Washington University"", 0, 0.53, 0.411, 0.207], [""University of Washington"", 0, 0.59, 0.47, 0.082], [""Washington"", 0, 1.0, 0.0, 0.133], [""Washington University in St. Louis"", 0, 0.45, 0.224, 0.116]]",0
Arkansas,552,560,True,"[[""Arkansas"", 0.745, 1.0, 1.0, 0.207], [""Little Rock, Arkansas"", 0.845, 0.55, 0.623, 0.1], [""Fayetteville, Arkansas"", 0.845, 0.53, 0.225, 0.12], [""Hot Springs, Arkansas"", 0.845, 0.55, 0.211, 0.085], [""Pine Bluff, Arkansas"", 0.845, 0.57, 0.166, 0.088], [""Fort Smith, Arkansas"", 0.845, 0.57, 0.192, 0.019], [""Jonesboro, Arkansas"", 0.845, 0.59, 0.0, 0.064], [""Washington County, Arkansas"", 0.745, 0.46, 0.027, 0.217], [""Arkansas Activities Association"", 0.846, 0.41, 0.058, -0.015], [""University of Arkansas"", 0, 0.53, 0.306, 0.012]]",0
Wisconsin,564,573,True,"[[""Wisconsin"", 0.748, 1.0, 1.0, 0.151], [""Madison, Wisconsin"", 0.848, 0.67, 0.486, 0.146], [""Green Bay, Wisconsin"", 0.848, 0.62, 0.22, 0.054], [""Racine, Wisconsin"", 0.848, 0.69, 0.14, 0.051], [""Kenosha, Wisconsin"", 0.848, 0.67, 0.104, 0.068], [""Wausau, Wisconsin"", 0.857, 0.69, 0.0, 0.134], [""Superior, Wisconsin"", 0.848, 0.64, 0.029, 0.137], [""Eau Claire, Wisconsin"", 0.848, 0.6, 0.093, 0.05], [""La Crosse, Wisconsin"", 0.848, 0.62, 0.091, -0.002], [""University of Wisconsin\u2013Madison"", 0, 0.45, 0.452, 0.127]]",0
Iowa,578,582,True,"[[""Iowa"", 0.748, 1.0, 1.0, 0.149], [""Des Moines, Iowa"", 0.848, 0.4, 0.365, 0.083], [""Davenport, Iowa"", 0.848, 0.42, 0.285, 0.042], [""Dubuque, Iowa"", 0.848, 0.47, 0.0, 0.17], [""Iowa City, Iowa"", 0.848, 0.42, 0.065, 0.064], [""Sioux City, Iowa"", 0.848, 0.4, 0.01, 0.079], [""University of Iowa"", 0, 0.36, 0.297, 0.084], [""2003 Iowa highway transfer of jurisdiction"", 0, 0.17, 0.3, 0.12], [""Iowa State University"", 0, 0.32, 0.128, 0.13], [""1980 Iowa highway transfer of jurisdiction"", 0, 0.17, 0.245, 0.12]]",0
Michigan,731,739,True,"[[""Michigan"", 0.748, 1.0, 1.0, 0.155], [""Flint, Michigan"", 0.848, 0.7, 0.207, 0.055], [""Detroit"", 0.848, 0.13, 0.733, 0.062], [""Ann Arbor, Michigan"", 0.848, 0.59, 0.208, 0.104], [""Lansing, Michigan"", 0.848, 0.64, 0.115, 0.112], [""Grand Rapids, Michigan"", 0.848, 0.53, 0.21, 0.048], [""Kalamazoo, Michigan"", 0.848, 0.59, 0.0, 0.052], [""University of Michigan"", 0, 0.53, 0.677, 0.126], [""Michigan State University"", 0, 0.48, 0.241, 0.147], [""University of Michigan Law School"", 0, 0.39, 0.027, 0.038]]",0
Pennsylvania,744,756,True,"[[""Pennsylvania"", 0.748, 1.0, 1.0, 0.096], [""Philadelphia"", 0.848, 0.42, 0.713, 0.055], [""Scranton, Pennsylvania"", 0.848, 0.71, 0.024, 0.005], [""Harrisburg, Pennsylvania"", 0.857, 0.67, 0.103, -0.057], [""Lancaster, Pennsylvania"", 0.848, 0.69, 0.0, -0.005], [""Allegheny County, Pennsylvania"", 0.748, 0.57, 0.044, -0.069], [""University of Pennsylvania"", 0, 0.63, 0.406, 0.077], [""Township (Pennsylvania)"", 0, 0.69, 0.346, -0.045], [""Borough (Pennsylvania)"", 0, 0.71, 0.109, -0.002], [""Pennsylvania State University"", 0, 0.59, 0.109, 0.026]]",0
Green Bay,581,590,False,"[[""Green Bay Packers"", 0.853, 0.69, 1.0, 0.012], [""Green Bay, Wisconsin"", 0.807, 0.62, 0.669, 0.067], [""Green Bay Phoenix"", 0.833, 0.69, 0.246, -0.001], [""Green Bay (Lake Michigan)"", 0.84, 0.53, 0.138, 0.082], [""University of Wisconsin\u2013Green Bay"", 0.848, 0.43, 0.21, 0.095], [""Greenland"", 0, 0.67, 0.87, -0.051], [""Green Bay Blizzard"", 0, 0.67, 0.328, 0.016], [""Green Bay metropolitan area"", 0, 0.5, 0.138, 0.075], [""Green Bay Phoenix men's basketball"", 0, 0.42, 0.203, -0.003], [""Green Bay Dodgers"", 0, 0.69, 0.0, -0.083]]",1
Ralph Nader,78,89,True,"[[""Ralph Nader"", 0.697, 1.0, 0.491, 0.378], [""Ralph Nader bibliography"", 0, 0.63, 0.156, 0.464], [""Ralph Nader 2000 presidential campaign"", 0, 0.45, 0.156, 0.598], [""Ralph Nader 2008 presidential campaign"", 0, 0.45, 0.254, 0.492], [""Ralph Nader 2004 presidential campaign"", 0, 0.45, 0.228, 0.513], [""List of minor planets: 5001\u20136000"", 0, 0.14, 1.0, 0.024], [""Ralph Nader"", 0, 1.0, 0.0, 0.161], [""Ralph Nader 1996 presidential campaign"", 0, 0.45, 0.098, 0.569], [""Ralph Nader presidential campaign"", 0, 0.5, 0.156, 0.161], [""J\u00fcrgen Vsych"", 0, 0.09, 0.339, 0.016]]",0
America,427,434,False,"[[""Americans"", 0.936, 0.88, 0.443, 0.022], [""United States"", 0.835, 0.2, 1.0, 0.032], [""Democratic Party (United States)"", 0.863, 0.26, 0.634, 0.265], [""California"", 0.748, 0.35, 0.68, 0.038], [""British America"", 0.835, 0.64, 0.015, 0.033], [""North America"", 0.827, 0.7, 0.0, -0.032], [""Confederate States of America"", 0.835, 0.39, 0.075, -0.016], [""Eastern Time Zone"", 0, 0.25, 0.608, -0.002], [""Central Time Zone"", 0, 0.25, 0.503, 0.059], [""Parade All-America Boys Basketball Team"", 0, 0.3, 0.105, -0.02]]",1
Florida,503,510,True,"[[""Florida"", 0.748, 1.0, 1.0, 0.024], [""Tampa, Florida"", 0.848, 0.67, 0.339, 0.01], [""Orlando, Florida"", 0.848, 0.61, 0.323, -0.01], [""Jacksonville, Florida"", 0.848, 0.5, 0.337, -0.032], [""Florida Panthers"", 0.855, 0.61, 0.107, -0.056], [""Tallahassee, Florida"", 0.858, 0.52, 0.088, -0.006], [""Sarasota, Florida"", 0.848, 0.58, 0.0, 0.016], [""Gainesville, Florida"", 0.848, 0.52, 0.079, -0.119], [""University of Florida"", 0, 0.5, 0.221, -0.023], [""Florida State University"", 0, 0.45, 0.086, 0.015]]",0
Oregon,528,534,True,"[[""Oregon"", 0.747, 1.0, 1.0, 0.157], [""Portland, Oregon"", 0.847, 0.55, 0.9, 0.166], [""Eugene, Oregon"", 0.847, 0.6, 0.322, 0.05], [""Salem, Oregon"", 0.847, 0.63, 0.264, 0.078], [""Bend, Oregon"", 0.847, 0.67, 0.046, 0.114], [""Corvallis, Oregon"", 0.847, 0.52, 0.039, 0.065], [""Hillsboro, Oregon"", 0.847, 0.52, 0.0, 0.079], [""Medford, Oregon"", 0.847, 0.57, 0.013, 0.004], [""University of Oregon"", 0, 0.46, 0.309, 0.049], [""Oregon State University"", 0, 0.41, 0.064, 0.133]]",0
Portland,514,522,False,"[[""Poland"", 0.829, 0.86, 1.0, -0.064], [""Portland, Oregon"", 0.841, 0.67, 0.513, 0.132], [""Portland, Maine"", 0.841, 0.7, 0.239, 0.114], [""Portland Timbers"", 0.907, 0.67, 0.168, 0.032], [""Portland Trail Blazers"", 0.848, 0.53, 0.231, 0.108], [""Portland Timbers 2"", 0.907, 0.62, 0.122, 0.05], [""Portland Thorns FC"", 0.907, 0.62, 0.072, 0.037], [""Portland Pirates"", 0.847, 0.67, 0.02, 0.045], [""Portland Timbers (2001\u20132010)"", 0.907, 0.44, 0.03, 0.108], [""Portland State University"", 0, 0.48, 0.0, 0.073]]",1
Gainesville,570,581,True,"[[""Gainesville, Florida"", 0.848, 0.71, 0.902, 0.064], [""Gainesville, Georgia"", 0.848, 0.71, 0.555, 0.014], [""Gainesville, Texas"", 0.848, 0.76, 0.379, -0.006], [""The Gainesville Sun"", 0.974, 0.73, 0.0, 0.185], [""Gainesville, Alabama"", 0.848, 0.71, 0.148, 0.041], [""Gainesville, Virginia"", 0.858, 0.69, 0.077, 0.058], [""Gainesville, Missouri"", 0.848, 0.69, 0.0, 0.055], [""Gainesville High School (Florida)"", 0.883, 0.5, 0.171, 0.015], [""University of Florida"", 0, 0.31, 1.0, 0.107], [""Gainesville metropolitan area, Georgia"", 0, 0.45, 0.042, 0.1]]",0
ABC,248,251,True,"[[""American Broadcasting Company"", 0.747, 0.19, 1.0, 0.317], [""ABC Futebol Clube"", 0.697, 0.3, 0.57, 0.145], [""ABC Records"", 0.719, 0.43, 0.39, 0.117], [""ABC News Radio"", 0.747, 0.35, 0.259, 0.268], [""Disney\u2013ABC Domestic Television"", 0.654, 0.18, 0.448, 0.2], [""ABC Music"", 0.719, 0.5, 0.0, 0.198], [""Freeform (TV channel)"", 0.785, 0.0, 0.265, 0.274], [""ABC Television"", 0.654, 0.35, 0.059, 0.246], [""ABC News"", 0, 0.55, 0.112, 0.378], [""Australian Broadcasting Corporation"", 0, 0.16, 0.471, 0.212]]",0
Fox Sports,596,606,False,"[[""Fox Sports Radio"", 0.73, 0.77, 0.463, 0.163], [""Fox Sports 1"", 0.765, 0.91, 0.201, 0.234], [""Fox Sports 2"", 0.765, 0.91, 0.009, 0.202], [""Fox Sports Networks"", 0.765, 0.69, 0.14, 0.219], [""Dublin"", 0.857, 0.0, 1.0, -0.067], [""Aspire Academy"", 0.794, 0.17, 0.382, -0.051], [""Fox Sports"", 0, 1.0, 0.0, 0.263], [""Fox Sports (Australia)"", 0, 0.62, 0.144, 0.214], [""Fox Sports (United States)"", 0, 0.56, 0.164, 0.179], [""Fox Sports (Asian TV network)"", 0, 0.51, 0.026, 0.154]]",8
Sun Microsystems,620,636,True,"[[""Sun Microsystems"", 0.652, 1.0, 1.0, 0.058], [""Soledad O'Brien"", 0.83, 0.26, 0.374, 0.125], [""Jonathan I. Schwartz"", 0.83, 0.28, 0.147, 0.251], [""Acquisition of Sun Microsystems by Oracle Corporation"", 0, 0.46, 0.244, 0.154], [""Microsoft Java Virtual Machine"", 0, 0.35, 0.399, 0.094], [""List of Sun Microsystems employees"", 0, 0.64, 0.0, 0.113], [""Dutch Open (golf)"", 0, 0.24, 0.316, 0.154], [""Sun Industry Standards Source License"", 0, 0.34, 0.147, 0.058], [""Metro WSIT"", 0, 0.23, 0.083, 0.154], [""Oracle Labs"", 0, 0.22, 0.083, 0.154]]",0
Fidelity Investments,757,777,False,"[[""Reno, Nevada"", 0.865, 0.19, 0.838, 0.049], [""Fidelity Investments"", 0, 1.0, 0.434, 0.084], [""Purple Heart"", 0, 0.25, 1.0, -0.075], [""Fidelity Investments"", 0, 1.0, 0.0, 0.154], [""Fidelity Investments"", 0, 1.0, 0.0, 0.154], [""FM broadcasting"", 0, 0.29, 0.774, 0.028], [""Lo-fi music"", 0, 0.26, 0.766, 0.047], [""Carpenter Gothic"", 0, 0.28, 0.729, -0.002], [""Fidelity International"", 0, 0.71, 0.22, 0.058], [""Stockbroker"", 0, 0.13, 0.61, 0.119]]",1
PepsiCo,754,761,True,"[[""PepsiCo"", 0.654, 1.0, 0.895, 0.314], [""Pepsi"", 0.875, 0.83, 0.724, 0.263], [""Peppino De Filippo"", 0.916, 0.4, 0.82, -0.003], [""Persibo Bojonegoro"", 0.697, 0.4, 1.0, -0.038], [""List of Pepsi variations"", 0, 0.39, 0.783, 0.267], [""Leonard v. Pepsico, Inc."", 0, 0.39, 0.41, 0.371], [""PepsiCo"", 0, 1.0, 0.0, 0.139], [""PepsiCo"", 0, 1.0, 0.0, 0.139], [""List of assets owned by PepsiCo"", 0, 0.37, 0.463, 0.283], [""Pepsico"", 0, 0.86, 0.0, 0.139]]",0
Helen Hunt,575,585,True,"[[""Helen Hunt"", 0.705, 1.0, 0.387, 0.051], [""Helen Hunt Jackson"", 0.754, 0.71, 0.293, 0.011], [""Helen LaKelly Hunt"", 0.705, 0.71, 0.0, 0.022], [""Helen Huntington Hull"", 0.705, 0.65, 0.0, 0.025], [""Huntress (Helena Bertinelli)"", 0.815, 0.37, 0.113, 0.045], [""List of minor planets: 9001\u201310000"", 0, 0.19, 1.0, -0.038], [""List of recurring The Simpsons characters"", 0, 0.2, 0.811, 0.114], [""Helen Stewart Hunt"", 0, 0.71, 0.0, 0.178], [""List of Bad Girls characters"", 0, 0.16, 0.508, 0.075], [""Hunter from Elsewhere \u2013 A Journey with Helen Britton"", 0, 0.29, 0.047, 0.178]]",0
Greg Kinnear,586,598,False,"[[""Acclaim Entertainment"", 0.923, 0.24, 0.806, 0.195], [""Greg Kinnear"", 0.706, 1.0, 0.345, 0.08], [""Toronto FC"", 0.948, 0.18, 1.0, -0.011], [""Later (talk show)"", 1.022, 0.21, 0.217, 0.103], [""Greg Kinnear"", 0, 1.0, 0.0, 0.178], [""Greg Kinnear"", 0, 1.0, 0.0, 0.178], [""List of supporting Arrow characters"", 0, 0.21, 0.832, 0.033], [""List of The Flash characters"", 0, 0.2, 0.846, 0.012], [""Robots (2005 film)"", 0, 0.13, 0.558, -0.003], [""List of awards and nominations received by Greg Kinnear"", 0, 0.36, 0.0, 0.178]]",1
